Population,RegionName,Time,Indicator,NumValue
Carbapenems,Romania,2011,R - resistant isolates,0.000000000
Carbapenems,Sweden,2011,R - resistant isolates,0.000000000
Carbapenems,Slovenia,2011,R - resistant isolates,0.000000000
Carbapenems,Slovakia,2011,R - resistant isolates,3.000000000
Carbapenems,United Kingdom,2011,R - resistant isolates,3.000000000
Carbapenems,Austria,2012,R - resistant isolates,6.000000000
Carbapenems,Belgium,2012,R - resistant isolates,4.000000000
Carbapenems,Bulgaria,2012,R - resistant isolates,2.000000000
Carbapenems,Cyprus,2012,R - resistant isolates,6.000000000
Carbapenems,Czechia,2012,R - resistant isolates,4.000000000
Carbapenems,Germany,2012,R - resistant isolates,0.000000000
Carbapenems,Denmark,2012,R - resistant isolates,2.000000000
Carbapenems,Estonia,2012,R - resistant isolates,1.000000000
Carbapenems,Greece,2012,R - resistant isolates,883.000000000
Carbapenems,Spain,2012,R - resistant isolates,9.000000000
Carbapenems,Finland,2012,R - resistant isolates,0.000000000
Carbapenems,France,2012,R - resistant isolates,8.000000000
Carbapenems,Croatia,2012,R - resistant isolates,0.000000000
Carbapenems,Hungary,2012,R - resistant isolates,14.000000000
Carbapenems,Ireland,2012,R - resistant isolates,0.000000000
Carbapenems,Iceland,2012,R - resistant isolates,0.000000000
Carbapenems,Italy,2012,R - resistant isolates,246.000000000
Carbapenems,Lithuania,2012,R - resistant isolates,0.000000000
Carbapenems,Luxembourg,2012,R - resistant isolates,0.000000000
Carbapenems,Latvia,2012,R - resistant isolates,0.000000000
Carbapenems,Malta,2012,R - resistant isolates,2.000000000
Carbapenems,Netherlands,2012,R - resistant isolates,1.000000000
Carbapenems,Norway,2012,R - resistant isolates,3.000000000
Carbapenems,Poland,2012,R - resistant isolates,3.000000000
Carbapenems,Portugal,2012,R - resistant isolates,5.000000000
Carbapenems,Romania,2012,R - resistant isolates,14.000000000
Carbapenems,Sweden,2012,R - resistant isolates,1.000000000
Carbapenems,Slovenia,2012,R - resistant isolates,1.000000000
Carbapenems,Slovakia,2012,R - resistant isolates,21.000000000
Carbapenems,United Kingdom,2012,R - resistant isolates,4.000000000
Carbapenems,Austria,2013,R - resistant isolates,11.000000000
Carbapenems,Belgium,2013,R - resistant isolates,2.000000000
Carbapenems,Bulgaria,2013,R - resistant isolates,0.000000000
Carbapenems,Cyprus,2013,R - resistant isolates,4.000000000
Carbapenems,Czechia,2013,R - resistant isolates,6.000000000
Carbapenems,Germany,2013,R - resistant isolates,5.000000000
Carbapenems,Denmark,2013,R - resistant isolates,1.000000000
Carbapenems,Estonia,2013,R - resistant isolates,2.000000000
Carbapenems,Greece,2013,R - resistant isolates,718.000000000
Carbapenems,Spain,2013,R - resistant isolates,20.000000000
Carbapenems,Finland,2013,R - resistant isolates,0.000000000
Carbapenems,France,2013,R - resistant isolates,12.000000000
Carbapenems,Croatia,2013,R - resistant isolates,2.000000000
Carbapenems,Hungary,2013,R - resistant isolates,9.000000000
Carbapenems,Ireland,2013,R - resistant isolates,1.000000000
Carbapenems,Iceland,2013,R - resistant isolates,0.000000000
Carbapenems,Italy,2013,R - resistant isolates,499.000000000
Carbapenems,Lithuania,2013,R - resistant isolates,0.000000000
Carbapenems,Luxembourg,2013,R - resistant isolates,1.000000000
Carbapenems,Latvia,2013,R - resistant isolates,0.000000000
Carbapenems,Malta,2013,R - resistant isolates,4.000000000
Carbapenems,Netherlands,2013,R - resistant isolates,2.000000000
Carbapenems,Norway,2013,R - resistant isolates,1.000000000
Carbapenems,Poland,2013,R - resistant isolates,3.000000000
Carbapenems,Portugal,2013,R - resistant isolates,16.000000000
Carbapenems,Romania,2013,R - resistant isolates,44.000000000
Carbapenems,Sweden,2013,R - resistant isolates,0.000000000
Carbapenems,Slovenia,2013,R - resistant isolates,1.000000000
Carbapenems,Slovakia,2013,R - resistant isolates,2.000000000
Carbapenems,United Kingdom,2013,R - resistant isolates,5.000000000
Carbapenems,Austria,2014,R - resistant isolates,6.000000000
Carbapenems,Belgium,2014,R - resistant isolates,2.000000000
Carbapenems,Bulgaria,2014,R - resistant isolates,10.000000000
Carbapenems,Cyprus,2014,R - resistant isolates,4.000000000
Carbapenems,Czechia,2014,R - resistant isolates,1.000000000
Carbapenems,Germany,2014,R - resistant isolates,7.000000000
Carbapenems,Denmark,2014,R - resistant isolates,2.000000000
Carbapenems,Estonia,2014,R - resistant isolates,0.000000000
Carbapenems,Greece,2014,R - resistant isolates,678.000000000
Carbapenems,Spain,2014,R - resistant isolates,29.000000000
Carbapenems,Finland,2014,R - resistant isolates,0.000000000
Carbapenems,France,2014,R - resistant isolates,10.000000000
Carbapenems,Croatia,2014,R - resistant isolates,3.000000000
Carbapenems,Hungary,2014,R - resistant isolates,7.000000000
Carbapenems,Ireland,2014,R - resistant isolates,2.000000000
Carbapenems,Iceland,2014,R - resistant isolates,0.000000000
Carbapenems,Italy,2014,R - resistant isolates,433.000000000
Carbapenems,Lithuania,2014,R - resistant isolates,2.000000000
Carbapenems,Luxembourg,2014,R - resistant isolates,1.000000000
Carbapenems,Latvia,2014,R - resistant isolates,2.000000000
Carbapenems,Malta,2014,R - resistant isolates,9.000000000
Carbapenems,Netherlands,2014,R - resistant isolates,3.000000000
Carbapenems,Norway,2014,R - resistant isolates,0.000000000
Carbapenems,Poland,2014,R - resistant isolates,6.000000000
Carbapenems,Portugal,2014,R - resistant isolates,30.000000000
Carbapenems,Romania,2014,R - resistant isolates,81.000000000
Carbapenems,Sweden,2014,R - resistant isolates,0.000000000
Carbapenems,Slovenia,2014,R - resistant isolates,2.000000000
Carbapenems,Slovakia,2014,R - resistant isolates,12.000000000
Carbapenems,United Kingdom,2014,R - resistant isolates,9.000000000
Carbapenems,Austria,2015,R - resistant isolates,8.000000000
Carbapenems,Belgium,2015,R - resistant isolates,2.000000000
Carbapenems,Bulgaria,2015,R - resistant isolates,3.000000000
Carbapenems,Cyprus,2015,R - resistant isolates,8.000000000
Carbapenems,Czechia,2015,R - resistant isolates,3.000000000
Carbapenems,Germany,2015,R - resistant isolates,2.000000000
Carbapenems,Denmark,2015,R - resistant isolates,0.000000000
Carbapenems,Estonia,2015,R - resistant isolates,0.000000000
Carbapenems,Greece,2015,R - resistant isolates,734.000000000
Carbapenems,Spain,2015,R - resistant isolates,32.000000000
Carbapenems,Finland,2015,R - resistant isolates,0.000000000
Carbapenems,France,2015,R - resistant isolates,11.000000000
Carbapenems,Croatia,2015,R - resistant isolates,9.000000000
Carbapenems,Hungary,2015,R - resistant isolates,1.000000000
Carbapenems,Ireland,2015,R - resistant isolates,2.000000000
Carbapenems,Iceland,2015,R - resistant isolates,0.000000000
Carbapenems,Italy,2015,R - resistant isolates,670.000000000
Carbapenems,Lithuania,2015,R - resistant isolates,0.000000000
Carbapenems,Luxembourg,2015,R - resistant isolates,0.000000000
Carbapenems,Latvia,2015,R - resistant isolates,0.000000000
Carbapenems,Malta,2015,R - resistant isolates,4.000000000
Carbapenems,Netherlands,2015,R - resistant isolates,2.000000000
Carbapenems,Norway,2015,R - resistant isolates,1.000000000
Carbapenems,Poland,2015,R - resistant isolates,3.000000000
Carbapenems,Portugal,2015,R - resistant isolates,70.000000000
Carbapenems,Romania,2015,R - resistant isolates,67.000000000
Carbapenems,Sweden,2015,R - resistant isolates,0.000000000
Carbapenems,Slovenia,2015,R - resistant isolates,3.000000000
Carbapenems,Slovakia,2015,R - resistant isolates,4.000000000
Carbapenems,United Kingdom,2015,R - resistant isolates,4.000000000
Carbapenems,Austria,2016,R - resistant isolates,8.000000000
Carbapenems,Belgium,2016,R - resistant isolates,16.000000000
Carbapenems,Bulgaria,2016,R - resistant isolates,7.000000000
Carbapenems,Cyprus,2016,R - resistant isolates,8.000000000
Carbapenems,Czechia,2016,R - resistant isolates,0.000000000
Carbapenems,Germany,2016,R - resistant isolates,15.000000000
Carbapenems,Denmark,2016,R - resistant isolates,3.000000000
Carbapenems,Estonia,2016,R - resistant isolates,0.000000000
Carbapenems,Greece,2016,R - resistant isolates,789.000000000
Carbapenems,Spain,2016,R - resistant isolates,35.000000000
Carbapenems,Finland,2016,R - resistant isolates,2.000000000
Carbapenems,France,2016,R - resistant isolates,10.000000000
Carbapenems,Croatia,2016,R - resistant isolates,0.000000000
Carbapenems,Hungary,2016,R - resistant isolates,3.000000000
Carbapenems,Ireland,2016,R - resistant isolates,3.000000000
Carbapenems,Iceland,2016,R - resistant isolates,0.000000000
Carbapenems,Italy,2016,R - resistant isolates,783.000000000
Carbapenems,Lithuania,2016,R - resistant isolates,0.000000000
Carbapenems,Luxembourg,2016,R - resistant isolates,0.000000000
Carbapenems,Latvia,2016,R - resistant isolates,2.000000000
Carbapenems,Malta,2016,R - resistant isolates,6.000000000
Carbapenems,Netherlands,2016,R - resistant isolates,1.000000000
Carbapenems,Norway,2016,R - resistant isolates,0.000000000
Carbapenems,Poland,2016,R - resistant isolates,24.000000000
Carbapenems,Portugal,2016,R - resistant isolates,121.000000000
Carbapenems,Romania,2016,R - resistant isolates,105.000000000
Carbapenems,Sweden,2016,R - resistant isolates,2.000000000
Carbapenems,Slovenia,2016,R - resistant isolates,0.000000000
Carbapenems,Slovakia,2016,R - resistant isolates,11.000000000
Carbapenems,United Kingdom,2016,R - resistant isolates,11.000000000
Carbapenems,Austria,2017,R - resistant isolates,11.000000000
Carbapenems,Belgium,2017,R - resistant isolates,9.000000000
Carbapenems,Bulgaria,2017,R - resistant isolates,21.000000000
Carbapenems,Cyprus,2017,R - resistant isolates,11.000000000
Carbapenems,Czechia,2017,R - resistant isolates,4.000000000
Carbapenems,Germany,2017,R - resistant isolates,18.000000000
Carbapenems,Denmark,2017,R - resistant isolates,3.000000000
Carbapenems,Estonia,2017,R - resistant isolates,0.000000000
Carbapenems,Greece,2017,R - resistant isolates,882.000000000
Carbapenems,Spain,2017,R - resistant isolates,42.000000000
Carbapenems,Finland,2017,R - resistant isolates,2.000000000
Carbapenems,France,2017,R - resistant isolates,19.000000000
Carbapenems,Croatia,2017,R - resistant isolates,0.000000000
Carbapenems,Hungary,2017,R - resistant isolates,2.000000000
Carbapenems,Ireland,2017,R - resistant isolates,1.000000000
Carbapenems,Iceland,2017,R - resistant isolates,0.000000000
Carbapenems,Italy,2017,R - resistant isolates,782.000000000
Carbapenems,Lithuania,2017,R - resistant isolates,2.000000000
Carbapenems,Luxembourg,2017,R - resistant isolates,0.000000000
Carbapenems,Latvia,2017,R - resistant isolates,0.000000000
Carbapenems,Malta,2017,R - resistant isolates,12.000000000
Carbapenems,Netherlands,2017,R - resistant isolates,6.000000000
Carbapenems,Norway,2017,R - resistant isolates,0.000000000
Carbapenems,Poland,2017,R - resistant isolates,74.000000000
Carbapenems,Portugal,2017,R - resistant isolates,235.000000000
Carbapenems,Romania,2017,R - resistant isolates,75.000000000
Carbapenems,Sweden,2017,R - resistant isolates,1.000000000
Carbapenems,Slovenia,2017,R - resistant isolates,0.000000000
Carbapenems,Slovakia,2017,R - resistant isolates,20.000000000
Carbapenems,United Kingdom,2017,R - resistant isolates,31.000000000
Carbapenems,Austria,2018,R - resistant isolates,12.000000000
Carbapenems,Belgium,2018,R - resistant isolates,13.000000000
Carbapenems,Bulgaria,2018,R - resistant isolates,41.000000000
Carbapenems,Cyprus,2018,R - resistant isolates,19.000000000
Carbapenems,Czechia,2018,R - resistant isolates,3.000000000
Carbapenems,Germany,2018,R - resistant isolates,17.000000000
Carbapenems,Denmark,2018,R - resistant isolates,6.000000000
Carbapenems,Estonia,2018,R - resistant isolates,1.000000000
Carbapenems,Greece,2018,R - resistant isolates,957.000000000
Carbapenems,Spain,2018,R - resistant isolates,76.000000000
Carbapenems,Finland,2018,R - resistant isolates,5.000000000
Carbapenems,France,2018,R - resistant isolates,15.000000000
Carbapenems,Croatia,2018,R - resistant isolates,7.000000000
Carbapenems,Hungary,2018,R - resistant isolates,2.000000000
Carbapenems,Ireland,2018,R - resistant isolates,3.000000000
Carbapenems,Iceland,2018,R - resistant isolates,0.000000000
Carbapenems,Italy,2018,R - resistant isolates,1516.000000000
Carbapenems,Lithuania,2018,R - resistant isolates,1.000000000
Carbapenems,Luxembourg,2018,R - resistant isolates,0.000000000
Carbapenems,Latvia,2018,R - resistant isolates,1.000000000
Carbapenems,Malta,2018,R - resistant isolates,21.000000000
Carbapenems,Netherlands,2018,R - resistant isolates,7.000000000
Carbapenems,Norway,2018,R - resistant isolates,1.000000000
Carbapenems,Poland,2018,R - resistant isolates,96.000000000
Carbapenems,Portugal,2018,R - resistant isolates,300.000000000
Carbapenems,Romania,2018,R - resistant isolates,130.000000000
Carbapenems,Sweden,2018,R - resistant isolates,2.000000000
Carbapenems,Slovenia,2018,R - resistant isolates,2.000000000
Carbapenems,Slovakia,2018,R - resistant isolates,17.000000000
Carbapenems,United Kingdom,2018,R - resistant isolates,39.000000000
Carbapenems,Austria,2019,R - resistant isolates,16.000000000
Carbapenems,Belgium,2019,R - resistant isolates,8.000000000
Carbapenems,Bulgaria,2019,R - resistant isolates,72.000000000
Carbapenems,Cyprus,2019,R - resistant isolates,8.000000000
Carbapenems,Czechia,2019,R - resistant isolates,8.000000000
Carbapenems,Germany,2019,R - resistant isolates,44.000000000
Carbapenems,Denmark,2019,R - resistant isolates,4.000000000
Carbapenems,Estonia,2019,R - resistant isolates,0.000000000
Carbapenems,Greece,2019,R - resistant isolates,182.000000000
Carbapenems,Spain,2019,R - resistant isolates,115.000000000
Carbapenems,Finland,2019,R - resistant isolates,3.000000000
Carbapenems,France,2019,R - resistant isolates,30.000000000
Carbapenems,Croatia,2019,R - resistant isolates,39.000000000
Carbapenems,Hungary,2019,R - resistant isolates,8.000000000
Carbapenems,Ireland,2019,R - resistant isolates,5.000000000
Carbapenems,Iceland,2019,R - resistant isolates,0.000000000
Carbapenems,Italy,2019,R - resistant isolates,2086.000000000
Carbapenems,Lithuania,2019,R - resistant isolates,15.000000000
Carbapenems,Luxembourg,2019,R - resistant isolates,1.000000000
Carbapenems,Latvia,2019,R - resistant isolates,0.000000000
Carbapenems,Malta,2019,R - resistant isolates,10.000000000
Carbapenems,Netherlands,2019,R - resistant isolates,3.000000000
Carbapenems,Norway,2019,R - resistant isolates,2.000000000
Carbapenems,Poland,2019,R - resistant isolates,89.000000000
Carbapenems,Portugal,2019,R - resistant isolates,292.000000000
Carbapenems,Romania,2019,R - resistant isolates,152.000000000
Carbapenems,Sweden,2019,R - resistant isolates,2.000000000
Carbapenems,Slovenia,2019,R - resistant isolates,1.000000000
Carbapenems,Slovakia,2019,R - resistant isolates,16.000000000
Carbapenems,United Kingdom,2019,R - resistant isolates,35.000000000
Carbapenems,Austria,2020,R - resistant isolates,10.000000000
Carbapenems,Belgium,2020,R - resistant isolates,10.000000000
Carbapenems,Bulgaria,2020,R - resistant isolates,70.000000000
Carbapenems,Cyprus,2020,R - resistant isolates,34.000000000
Carbapenems,Czechia,2020,R - resistant isolates,6.000000000
Carbapenems,Germany,2020,R - resistant isolates,26.000000000
Carbapenems,Denmark,2020,R - resistant isolates,11.000000000
Carbapenems,Estonia,2020,R - resistant isolates,0.000000000
Carbapenems,Greece,2020,R - resistant isolates,481.000000000
Carbapenems,Spain,2020,R - resistant isolates,104.000000000
Carbapenems,Finland,2020,R - resistant isolates,1.000000000
Carbapenems,France,2020,R - resistant isolates,26.000000000
Carbapenems,Croatia,2020,R - resistant isolates,51.000000000
Carbapenems,Hungary,2020,R - resistant isolates,5.000000000
Carbapenems,Ireland,2020,R - resistant isolates,1.000000000
Carbapenems,Iceland,2020,R - resistant isolates,0.000000000
Carbapenems,Italy,2020,R - resistant isolates,2447.000000000
Carbapenems,Lithuania,2020,R - resistant isolates,12.000000000
Carbapenems,Luxembourg,2020,R - resistant isolates,1.000000000
Carbapenems,Latvia,2020,R - resistant isolates,2.000000000
Carbapenems,Malta,2020,R - resistant isolates,10.000000000
Carbapenems,Netherlands,2020,R - resistant isolates,1.000000000
Carbapenems,Norway,2020,R - resistant isolates,1.000000000
Carbapenems,Poland,2020,R - resistant isolates,88.000000000
Carbapenems,Portugal,2020,R - resistant isolates,322.000000000
Carbapenems,Romania,2020,R - resistant isolates,229.000000000
Carbapenems,Sweden,2020,R - resistant isolates,5.000000000
Carbapenems,Slovenia,2020,R - resistant isolates,0.000000000
Carbapenems,Slovakia,2020,R - resistant isolates,32.000000000
Carbapenems,Austria,2010,"R - resistant isolates, percentage  ",0.589390960
Carbapenems,Belgium,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Bulgaria,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Cyprus,2010,"R - resistant isolates, percentage  ",16.417910440
Carbapenems,Czechia,2010,"R - resistant isolates, percentage  ",0.090661830
Carbapenems,Germany,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Denmark,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Estonia,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Greece,2010,"R - resistant isolates, percentage  ",49.081209240
Carbapenems,Spain,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Finland,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,France,2010,"R - resistant isolates, percentage  ",0.069832400
Carbapenems,Croatia,2010,"R - resistant isolates, percentage  ",2.150537630
Carbapenems,Hungary,2010,"R - resistant isolates, percentage  ",5.498981670
Carbapenems,Ireland,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Iceland,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Italy,2010,"R - resistant isolates, percentage  ",15.184678520
Carbapenems,Lithuania,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Luxembourg,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Latvia,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Malta,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Netherlands,2010,"R - resistant isolates, percentage  ",0.224215240
Carbapenems,Norway,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Poland,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Portugal,2010,"R - resistant isolates, percentage  ",1.354401800
Carbapenems,Romania,2010,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Sweden,2010,"R - resistant isolates, percentage  ",0.282485870
Carbapenems,Slovenia,2010,"R - resistant isolates, percentage  ",0.512820510
Carbapenems,United Kingdom,2010,"R - resistant isolates, percentage  ",0.147710480
Carbapenems,Austria,2011,"R - resistant isolates, percentage  ",0.163934420
Carbapenems,Belgium,2011,"R - resistant isolates, percentage  ",0.309597520
Carbapenems,Bulgaria,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Cyprus,2011,"R - resistant isolates, percentage  ",15.662650600
Carbapenems,Czechia,2011,"R - resistant isolates, percentage  ",0.083822290
Carbapenems,Germany,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Denmark,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Estonia,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Greece,2011,"R - resistant isolates, percentage  ",68.154034220
Carbapenems,Spain,2011,"R - resistant isolates, percentage  ",0.349650340
Carbapenems,Finland,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,France,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Croatia,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Hungary,2011,"R - resistant isolates, percentage  ",1.937046000
Carbapenems,Ireland,2011,"R - resistant isolates, percentage  ",0.331125820
Carbapenems,Iceland,2011,"R - resistant isolates, percentage  ",-
Carbapenems,Italy,2011,"R - resistant isolates, percentage  ",26.666666660
Carbapenems,Lithuania,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Luxembourg,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Latvia,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Malta,2011,"R - resistant isolates, percentage  ",3.846153840
Carbapenems,Netherlands,2011,"R - resistant isolates, percentage  ",0.230149590
Carbapenems,Norway,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Poland,2011,"R - resistant isolates, percentage  ",0.531914890
Carbapenems,Portugal,2011,"R - resistant isolates, percentage  ",0.344827580
Carbapenems,Romania,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Sweden,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Slovenia,2011,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Slovakia,2011,"R - resistant isolates, percentage  ",0.691244230
Carbapenems,United Kingdom,2011,"R - resistant isolates, percentage  ",0.363636360
Carbapenems,Austria,2012,"R - resistant isolates, percentage  ",0.813008130
Carbapenems,Belgium,2012,"R - resistant isolates, percentage  ",0.733944950
Carbapenems,Bulgaria,2012,"R - resistant isolates, percentage  ",1.851851850
Carbapenems,Cyprus,2012,"R - resistant isolates, percentage  ",9.230769230
Carbapenems,Czechia,2012,"R - resistant isolates, percentage  ",0.306044370
Carbapenems,Germany,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Denmark,2012,"R - resistant isolates, percentage  ",0.294117640
Carbapenems,Estonia,2012,"R - resistant isolates, percentage  ",1.265822780
Carbapenems,Greece,2012,"R - resistant isolates, percentage  ",60.479452050
Carbapenems,Spain,2012,"R - resistant isolates, percentage  ",0.781250000
Carbapenems,Finland,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,France,2012,"R - resistant isolates, percentage  ",0.491702510
Carbapenems,Croatia,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Hungary,2012,"R - resistant isolates, percentage  ",2.910602910
Carbapenems,Ireland,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Iceland,2012,"R - resistant isolates, percentage  ",-
Carbapenems,Italy,2012,"R - resistant isolates, percentage  ",29.112426030
Carbapenems,Lithuania,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Luxembourg,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Latvia,2012,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Malta,2012,"R - resistant isolates, percentage  ",3.571428570
Carbapenems,Netherlands,2012,"R - resistant isolates, percentage  ",0.105708240
Carbapenems,Norway,2012,"R - resistant isolates, percentage  ",0.481540930
Carbapenems,Poland,2012,"R - resistant isolates, percentage  ",0.835654590
Carbapenems,Portugal,2012,"R - resistant isolates, percentage  ",0.667556740
Carbapenems,Romania,2012,"R - resistant isolates, percentage  ",13.725490190
Carbapenems,Sweden,2012,"R - resistant isolates, percentage  ",0.102354140
Carbapenems,Slovenia,2012,"R - resistant isolates, percentage  ",0.393700780
Carbapenems,Slovakia,2012,"R - resistant isolates, percentage  ",6.344410870
Carbapenems,United Kingdom,2012,"R - resistant isolates, percentage  ",0.450450450
Carbapenems,Austria,2013,"R - resistant isolates, percentage  ",1.208791200
Carbapenems,Belgium,2013,"R - resistant isolates, percentage  ",0.323624590
Carbapenems,Bulgaria,2013,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Cyprus,2013,"R - resistant isolates, percentage  ",5.882352940
Carbapenems,Czechia,2013,"R - resistant isolates, percentage  ",0.529567510
Carbapenems,Germany,2013,"R - resistant isolates, percentage  ",0.655307990
Carbapenems,Denmark,2013,"R - resistant isolates, percentage  ",0.155038750
Carbapenems,Estonia,2013,"R - resistant isolates, percentage  ",2.702702700
Carbapenems,Greece,2013,"R - resistant isolates, percentage  ",59.387923900
Carbapenems,Spain,2013,"R - resistant isolates, percentage  ",1.611603540
Carbapenems,Finland,2013,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,France,2013,"R - resistant isolates, percentage  ",0.651465790
Carbapenems,Croatia,2013,"R - resistant isolates, percentage  ",0.531914890
Carbapenems,Hungary,2013,"R - resistant isolates, percentage  ",1.694915250
Carbapenems,Ireland,2013,"R - resistant isolates, percentage  ",0.315457410
Carbapenems,Iceland,2013,"R - resistant isolates, percentage  ",-
Carbapenems,Italy,2013,"R - resistant isolates, percentage  ",34.342739160
Carbapenems,Lithuania,2013,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Luxembourg,2013,"R - resistant isolates, percentage  ",1.886792450
Carbapenems,Latvia,2013,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Malta,2013,"R - resistant isolates, percentage  ",5.970149250
Carbapenems,Netherlands,2013,"R - resistant isolates, percentage  ",0.189573450
Carbapenems,Norway,2013,"R - resistant isolates, percentage  ",0.155038750
Carbapenems,Poland,2013,"R - resistant isolates, percentage  ",0.810810810
Carbapenems,Portugal,2013,"R - resistant isolates, percentage  ",1.769911500
Carbapenems,Romania,2013,"R - resistant isolates, percentage  ",20.465116270
Carbapenems,Sweden,2013,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Slovenia,2013,"R - resistant isolates, percentage  ",0.408163260
Carbapenems,Slovakia,2013,"R - resistant isolates, percentage  ",0.584795320
Carbapenems,United Kingdom,2013,"R - resistant isolates, percentage  ",0.475737390
Carbapenems,Austria,2014,"R - resistant isolates, percentage  ",0.617919670
Carbapenems,Belgium,2014,"R - resistant isolates, percentage  ",0.466200460
Carbapenems,Bulgaria,2014,"R - resistant isolates, percentage  ",7.194244600
Carbapenems,Cyprus,2014,"R - resistant isolates, percentage  ",5.000000000
Carbapenems,Czechia,2014,"R - resistant isolates, percentage  ",0.087108010
Carbapenems,Germany,2014,"R - resistant isolates, percentage  ",0.695825040
Carbapenems,Denmark,2014,"R - resistant isolates, percentage  ",0.240963850
Carbapenems,Estonia,2014,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Greece,2014,"R - resistant isolates, percentage  ",62.316176470
Carbapenems,Spain,2014,"R - resistant isolates, percentage  ",2.290679300
Carbapenems,Finland,2014,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,France,2014,"R - resistant isolates, percentage  ",0.475511170
Carbapenems,Croatia,2014,"R - resistant isolates, percentage  ",0.898203590
Carbapenems,Hungary,2014,"R - resistant isolates, percentage  ",1.127214170
Carbapenems,Ireland,2014,"R - resistant isolates, percentage  ",0.566572230
Carbapenems,Iceland,2014,"R - resistant isolates, percentage  ",-
Carbapenems,Italy,2014,"R - resistant isolates, percentage  ",32.927756650
Carbapenems,Lithuania,2014,"R - resistant isolates, percentage  ",1.298701290
Carbapenems,Luxembourg,2014,"R - resistant isolates, percentage  ",1.515151510
Carbapenems,Latvia,2014,"R - resistant isolates, percentage  ",1.694915250
Carbapenems,Malta,2014,"R - resistant isolates, percentage  ",9.090909090
Carbapenems,Netherlands,2014,"R - resistant isolates, percentage  ",0.267141580
Carbapenems,Norway,2014,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Poland,2014,"R - resistant isolates, percentage  ",1.330376940
Carbapenems,Portugal,2014,"R - resistant isolates, percentage  ",1.763668430
Carbapenems,Romania,2014,"R - resistant isolates, percentage  ",31.517509720
Carbapenems,Sweden,2014,"R - resistant isolates, percentage  ",0.000000000
Carbapenems,Slovenia,2014,"R - resistant isolates, percentage  ",0.858369090
Carbapenems,Slovakia,2014,"R - resistant isolates, percentage  ",2.631578940
Carbapenems,United Kingdom,2014,"R - resistant isolates, percentage  ",0.841908320
Carbapenems,Austria,2015,"R - resistant isolates, percentage  ",0.782778860
Carbapenems,Belgium,2015,"R - resistant isolates, percentage  ",0.514138810
Carbapenems,Bulgaria,2015,"R - resistant isolates, percentage  ",3.157894730
Carbapenems,Cyprus,2015,"R - resistant isolates, percentage  ",12.903225800
Carbapenems,Czechia,2015,"R - resistant isolates, percentage  ",0.272727270
Carbapenems,Germany,2015,"R - resistant isolates, percentage  ",0.126342380
Carbapenems,Denmark,2015,"R - resistant isolates, percentage  ",0.000000000
